Episode,Epsilon,Total_Reward,Barracks,TechLabs,Marauders,End_Loop,Reason,Is_Bottom_Right
1,1.000,-12,0,0,0,20160,Done,False
2,0.999,-12,0,0,0,20160,Done,False
3,0.998,-12,0,0,0,20160,Done,False
4,0.997,-12,0,0,0,20160,Done,False
5,0.996,-12,0,0,0,20160,Done,False
6,0.995,-12,0,0,0,20160,Done,False
7,0.994,-12,0,0,0,20160,Done,False
8,0.993,-12,0,0,0,20160,Done,False
9,0.992,-12,0,0,0,20160,Done,False
10,0.991,-12,0,0,0,20160,Done,False
11,0.990,-12,0,0,0,20160,Done,False
12,0.989,-12,0,0,0,20160,Done,False
13,0.988,-12,0,0,0,20160,Done,False
14,0.987,-12,0,0,0,20160,Done,False
15,0.986,-12,0,0,0,20160,Done,False
16,0.985,-12,0,0,0,20160,Done,False
17,0.984,-12,0,0,0,20160,Done,False
18,0.983,-12,0,0,0,20160,Done,False
19,0.982,-12,0,0,0,20160,Done,False
20,0.981,-12,0,0,0,20160,Done,False
21,0.980,-12,0,0,0,20160,Done,False
22,0.979,-12,0,0,0,20160,Done,False
23,0.978,-12,0,0,0,20160,Done,False
24,0.977,-12,0,0,0,20160,Done,False
25,0.976,-12,0,0,0,20160,Done,False
26,0.975,-12,0,0,0,20160,Done,False
27,0.974,-12,0,0,0,20160,Done,False
28,0.973,-12,0,0,0,20160,Done,False
29,0.972,-12,0,0,0,20160,Done,False
30,0.971,-12,0,0,0,20160,Done,False
31,0.970,-12,0,0,0,20160,Done,False
32,0.969,-12,0,0,0,20160,Done,False
33,0.968,-12,0,0,0,20160,Done,False
34,0.968,-12,0,0,0,20160,Done,False
35,0.967,-12,0,0,0,20160,Done,False
36,0.966,-12,0,0,0,20160,Done,False
37,0.965,-12,0,0,0,20160,Done,False
38,0.964,-12,0,0,0,20160,Done,False
39,0.963,-12,0,0,0,20160,Done,False
40,0.962,-12,0,0,0,20160,Done,False
41,0.961,-12,0,0,0,20160,Done,False
42,0.960,-12,0,0,0,20160,Done,False
43,0.959,-12,0,0,0,20160,Done,False
44,0.958,-12,0,0,0,20160,Done,False
45,0.957,-12,0,0,0,20160,Done,False
46,0.956,-12,0,0,0,20160,Done,False
47,0.955,-12,0,0,0,20160,Done,False
48,0.954,-12,0,0,0,20160,Done,False
49,0.953,-12,0,0,0,20160,Done,False
50,0.952,-12,0,0,0,20160,Done,False
51,0.951,-12,0,0,0,20160,Done,False
52,0.950,-12,0,0,0,20160,Done,False
53,0.949,-12,0,0,0,20160,Done,False
54,0.948,-12,0,0,0,20160,Done,False
55,0.947,-12,0,0,0,20160,Done,False
56,0.946,-12,0,0,0,20160,Done,False
57,0.946,-12,0,0,0,20160,Done,False
58,0.945,-12,0,0,0,20160,Done,False
59,0.944,-12,0,0,0,20160,Done,False
60,0.943,-12,0,0,0,20160,Done,False
61,0.942,-12,0,0,0,20160,Done,False
62,0.941,-12,0,0,0,20160,Done,False
63,0.940,-12,0,0,0,20160,Done,False
64,0.939,-12,0,0,0,20160,Done,False
65,0.938,-12,0,0,0,20160,Done,False
66,0.937,-12,0,0,0,20160,Done,False
67,0.936,-12,0,0,0,20160,Done,False
68,0.935,-12,0,0,0,20160,Done,False
69,0.934,-12,0,0,0,20160,Done,False
70,0.933,-12,0,0,0,20160,Done,False
71,0.932,-12,0,0,0,20160,Done,False
72,0.931,-12,0,0,0,20160,Done,False
73,0.930,-12,0,0,0,20160,Done,False
